customer_id,total_revenue,avg_order_value,purchase_frequency,revenue_rank,cumulative_revenue,segment
1604,98,98.0,17,89,13844,Loyal
3627,98,98.0,32,89,13844,Loyal
1792,98,98.0,38,89,13844,Loyal
1980,98,98.0,38,89,13844,Loyal
3247,98,98.0,37,89,13844,Loyal
2121,98,98.0,38,89,13844,Loyal
2474,98,98.0,28,89,13844,Loyal
2179,98,98.0,32,89,13844,Loyal
3100,98,98.0,21,89,13844,Loyal
901,98,98.0,42,89,13844,Loyal
2456,98,98.0,25,89,13844,Loyal
3395,98,98.0,9,89,13844,Regular
1993,98,98.0,28,89,13844,Loyal
2746,98,98.0,44,89,13844,Loyal
3376,98,98.0,8,89,13844,Regular
2866,97,97.0,27,141,19179,Loyal
1084,97,97.0,43,141,19179,Loyal
939,97,97.0,21,141,19179,Loyal
2007,97,97.0,2,141,19179,At-Risk
1226,97,97.0,16,141,19179,Loyal
210,97,97.0,44,141,19179,Loyal
3133,97,97.0,26,141,19179,Loyal
3183,97,97.0,4,141,19179,At-Risk
3528,97,97.0,1,141,19179,At-Risk
3519,97,97.0,30,141,19179,Loyal
1804,97,97.0,33,141,19179,Loyal
1899,97,97.0,25,141,19179,Loyal
2092,97,97.0,24,141,19179,Loyal
3752,97,97.0,8,141,19179,Regular
1683,97,97.0,37,141,19179,Loyal
992,97,97.0,40,141,19179,Loyal
1190,97,97.0,28,141,19179,Loyal
3269,97,97.0,5,141,19179,Regular
2618,97,97.0,29,141,19179,Loyal
2485,97,97.0,50,141,19179,Loyal
3232,97,97.0,9,141,19179,Regular
2964,97,97.0,28,141,19179,Loyal
3119,97,97.0,31,141,19179,Loyal
1375,97,97.0,5,141,19179,Regular
455,97,97.0,14,141,19179,Loyal
2019,97,97.0,20,141,19179,Loyal
9,97,97.0,8,141,19179,Regular
1329,97,97.0,40,141,19179,Loyal
3571,97,97.0,32,141,19179,Loyal
1438,97,97.0,14,141,19179,Loyal
2174,97,97.0,36,141,19179,Loyal
3326,97,97.0,16,141,19179,Loyal
1015,97,97.0,36,141,19179,Loyal
2756,97,97.0,18,141,19179,Loyal
728,97,97.0,37,141,19179,Loyal
2394,97,97.0,38,141,19179,Loyal
1898,97,97.0,11,141,19179,Loyal
2230,97,97.0,50,141,19179,Loyal
1110,97,97.0,2,141,19179,At-Risk
945,97,97.0,39,141,19179,Loyal
3872,97,97.0,20,141,19179,Loyal
2330,97,97.0,42,141,19179,Loyal
2806,97,97.0,48,141,19179,Loyal
1915,97,97.0,40,141,19179,Loyal
1579,97,97.0,2,141,19179,At-Risk
2283,97,97.0,8,141,19179,Regular
2977,97,97.0,28,141,19179,Loyal
3113,97,97.0,26,141,19179,Loyal
1984,97,97.0,21,141,19179,Loyal
2548,97,97.0,16,141,19179,Loyal
573,97,97.0,26,141,19179,Loyal
1986,97,97.0,6,141,19179,Regular
2406,97,97.0,5,141,19179,Regular
1429,97,97.0,42,141,19179,Loyal
1278,97,97.0,5,141,19179,Regular
2996,96,96.0,42,196,24267,Loyal
3561,96,96.0,5,196,24267,Regular
2247,96,96.0,39,196,24267,Loyal
362,96,96.0,45,196,24267,Loyal
3235,96,96.0,16,196,24267,Loyal
1165,96,96.0,47,196,24267,Loyal
2662,96,96.0,20,196,24267,Loyal
2484,96,96.0,8,196,24267,Regular
183,96,96.0,10,196,24267,Regular
2240,96,96.0,41,196,24267,Loyal
3741,96,96.0,26,196,24267,Loyal
3353,96,96.0,7,196,24267,Regular
2828,96,96.0,11,196,24267,Loyal
3504,96,96.0,39,196,24267,Loyal
2051,96,96.0,10,196,24267,Regular
1055,96,96.0,48,196,24267,Loyal
1994,96,96.0,17,196,24267,Loyal
3709,96,96.0,41,196,24267,Loyal
1074,96,96.0,33,196,24267,Loyal
2412,96,96.0,35,196,24267,Loyal
1182,96,96.0,43,196,24267,Loyal
3511,96,96.0,14,196,24267,Loyal
987,96,96.0,36,196,24267,Loyal
1385,96,96.0,8,196,24267,Regular
2576,96,96.0,9,196,24267,Regular
3331,96,96.0,41,196,24267,Loyal
1872,96,96.0,14,196,24267,Loyal
3430,96,96.0,34,196,24267,Loyal
3644,96,96.0,47,196,24267,Loyal
3742,96,96.0,26,196,24267,Loyal
82,96,96.0,36,196,24267,Loyal
80,96,96.0,43,196,24267,Loyal
2260,96,96.0,24,196,24267,Loyal
3878,96,96.0,46,196,24267,Loyal
3063,96,96.0,39,196,24267,Loyal
2274,96,96.0,13,196,24267,Loyal
2216,96,96.0,28,196,24267,Loyal
809,96,96.0,38,196,24267,Loyal
457,96,96.0,33,196,24267,Loyal
151,96,96.0,17,196,24267,Loyal
2253,96,96.0,21,196,24267,Loyal
1830,96,96.0,50,196,24267,Loyal
106,96,96.0,4,196,24267,At-Risk
3442,96,96.0,15,196,24267,Loyal
2493,96,96.0,34,196,24267,Loyal
2308,96,96.0,30,196,24267,Loyal
2446,96,96.0,50,196,24267,Loyal
1067,96,96.0,11,196,24267,Loyal
1719,96,96.0,14,196,24267,Loyal
1117,96,96.0,39,196,24267,Loyal
1803,96,96.0,31,196,24267,Loyal
2700,96,96.0,49,196,24267,Loyal
1107,96,96.0,12,196,24267,Loyal
2443,95,95.0,50,249,29112,Loyal
115,95,95.0,9,249,29112,Regular
3582,95,95.0,50,249,29112,Loyal
2945,95,95.0,4,249,29112,At-Risk
2610,95,95.0,18,249,29112,Loyal
3260,95,95.0,5,249,29112,Regular
2414,95,95.0,30,249,29112,Loyal
140,95,95.0,30,249,29112,Loyal
146,95,95.0,44,249,29112,Loyal
3541,95,95.0,5,249,29112,Regular
2768,95,95.0,31,249,29112,Loyal
1682,95,95.0,14,249,29112,Loyal
86,95,95.0,2,249,29112,At-Risk
1021,95,95.0,41,249,29112,Loyal
3815,95,95.0,26,249,29112,Loyal
279,95,95.0,23,249,29112,Loyal
3750,95,95.0,38,249,29112,Loyal
1436,95,95.0,41,249,29112,Loyal
1541,95,95.0,14,249,29112,Loyal
2856,95,95.0,33,249,29112,Loyal
3327,95,95.0,10,249,29112,Regular
1696,95,95.0,1,249,29112,At-Risk
1991,95,95.0,15,249,29112,Loyal
1967,95,95.0,5,249,29112,Regular
3139,95,95.0,40,249,29112,Loyal
2667,95,95.0,14,249,29112,Loyal
3229,95,95.0,27,249,29112,Loyal
1462,95,95.0,42,249,29112,Loyal
2315,95,95.0,12,249,29112,Loyal
1594,95,95.0,25,249,29112,Loyal
693,95,95.0,40,249,29112,Loyal
769,95,95.0,45,249,29112,Loyal
3576,95,95.0,49,249,29112,Loyal
323,95,95.0,47,249,29112,Loyal
1348,95,95.0,47,249,29112,Loyal
3079,95,95.0,24,249,29112,Loyal
1027,95,95.0,39,249,29112,Loyal
751,95,95.0,5,249,29112,Regular
680,95,95.0,37,249,29112,Loyal
1585,95,95.0,46,249,29112,Loyal
1196,95,95.0,33,249,29112,Loyal
3883,95,95.0,24,249,29112,Loyal
2388,95,95.0,14,249,29112,Loyal
1449,95,95.0,11,249,29112,Loyal
302,95,95.0,25,249,29112,Loyal
2295,95,95.0,40,249,29112,Loyal
1762,95,95.0,24,249,29112,Loyal
2140,95,95.0,33,249,29112,Loyal
2713,95,95.0,7,249,29112,Regular
2454,95,95.0,13,249,29112,Loyal
2310,95,95.0,3,249,29112,At-Risk
1212,94,94.0,14,300,34940,Loyal
2052,94,94.0,14,300,34940,Loyal
223,94,94.0,14,300,34940,Loyal
2502,94,94.0,30,300,34940,Loyal
827,94,94.0,36,300,34940,Loyal
3336,94,94.0,48,300,34940,Loyal
1170,94,94.0,3,300,34940,At-Risk
3283,94,94.0,5,300,34940,Regular
3570,94,94.0,9,300,34940,Regular
631,94,94.0,33,300,34940,Loyal
3786,94,94.0,6,300,34940,Regular
2337,94,94.0,11,300,34940,Loyal
3415,94,94.0,3,300,34940,At-Risk
283,94,94.0,9,300,34940,Regular
1069,94,94.0,47,300,34940,Loyal
3677,94,94.0,16,300,34940,Loyal
2252,94,94.0,22,300,34940,Loyal
2085,94,94.0,43,300,34940,Loyal
430,94,94.0,21,300,34940,Loyal
553,94,94.0,18,300,34940,Loyal
780,94,94.0,38,300,34940,Loyal
826,94,94.0,17,300,34940,Loyal
2190,94,94.0,47,300,34940,Loyal
1971,94,94.0,4,300,34940,At-Risk
3199,94,94.0,39,300,34940,Loyal
619,94,94.0,21,300,34940,Loyal
1560,94,94.0,23,300,34940,Loyal
1205,94,94.0,20,300,34940,Loyal
1779,94,94.0,8,300,34940,Regular
3339,94,94.0,46,300,34940,Loyal
55,94,94.0,35,300,34940,Loyal
930,94,94.0,26,300,34940,Loyal
3128,94,94.0,43,300,34940,Loyal
2136,94,94.0,1,300,34940,At-Risk
2214,94,94.0,18,300,34940,Loyal
585,94,94.0,20,300,34940,Loyal
3763,94,94.0,13,300,34940,Loyal
1006,94,94.0,5,300,34940,Regular
2328,94,94.0,22,300,34940,Loyal
2012,94,94.0,4,300,34940,At-Risk
2378,94,94.0,22,300,34940,Loyal
2505,94,94.0,31,300,34940,Loyal
29,94,94.0,41,300,34940,Loyal
195,94,94.0,15,300,34940,Loyal
2744,94,94.0,17,300,34940,Loyal
1284,94,94.0,23,300,34940,Loyal
2154,94,94.0,31,300,34940,Loyal
3559,94,94.0,9,300,34940,Regular
1758,94,94.0,48,300,34940,Loyal
188,94,94.0,1,300,34940,At-Risk
1821,94,94.0,31,300,34940,Loyal
825,94,94.0,48,300,34940,Loyal
3873,94,94.0,3,300,34940,At-Risk
116,94,94.0,48,300,34940,Loyal
2773,94,94.0,10,300,34940,Regular
2709,94,94.0,44,300,34940,Loyal
135,94,94.0,25,300,34940,Loyal
2266,94,94.0,10,300,34940,Regular
1981,94,94.0,25,300,34940,Loyal
3315,94,94.0,8,300,34940,Regular
67,94,94.0,3,300,34940,At-Risk
2377,94,94.0,5,300,34940,Regular
3834,93,93.0,17,362,39218,Loyal
2479,93,93.0,9,362,39218,Regular
2606,93,93.0,32,362,39218,Loyal
1927,93,93.0,6,362,39218,Regular
388,93,93.0,38,362,39218,Loyal
386,93,93.0,12,362,39218,Loyal
1516,93,93.0,34,362,39218,Loyal
1749,93,93.0,41,362,39218,Loyal
3049,93,93.0,47,362,39218,Loyal
650,93,93.0,33,362,39218,Loyal
2950,93,93.0,15,362,39218,Loyal
3440,93,93.0,25,362,39218,Loyal
3434,93,93.0,28,362,39218,Loyal
1654,93,93.0,29,362,39218,Loyal
3410,93,93.0,3,362,39218,At-Risk
2735,93,93.0,13,362,39218,Loyal
462,93,93.0,20,362,39218,Loyal
3114,93,93.0,2,362,39218,At-Risk
2324,93,93.0,36,362,39218,Loyal
2584,93,93.0,9,362,39218,Regular
2111,93,93.0,36,362,39218,Loyal
1685,93,93.0,28,362,39218,Loyal
3756,93,93.0,26,362,39218,Loyal
3608,93,93.0,20,362,39218,Loyal
1261,93,93.0,30,362,39218,Loyal
1755,93,93.0,18,362,39218,Loyal
2858,93,93.0,35,362,39218,Loyal
645,93,93.0,37,362,39218,Loyal
1454,93,93.0,41,362,39218,Loyal
1610,93,93.0,3,362,39218,At-Risk
2359,93,93.0,38,362,39218,Loyal
2981,93,93.0,9,362,39218,Regular
1289,93,93.0,34,362,39218,Loyal
214,93,93.0,11,362,39218,Loyal
2178,93,93.0,9,362,39218,Regular
1319,93,93.0,19,362,39218,Loyal
1712,93,93.0,19,362,39218,Loyal
567,93,93.0,1,362,39218,At-Risk
3187,93,93.0,43,362,39218,Loyal
1285,93,93.0,38,362,39218,Loyal
2611,93,93.0,25,362,39218,Loyal
1566,93,93.0,48,362,39218,Loyal
2137,93,93.0,25,362,39218,Loyal
405,93,93.0,11,362,39218,Loyal
1764,93,93.0,28,362,39218,Loyal
1411,93,93.0,18,362,39218,Loyal
1238,92,92.0,42,408,42714,Loyal
1265,92,92.0,1,408,42714,At-Risk
3796,92,92.0,3,408,42714,At-Risk
1198,92,92.0,26,408,42714,Loyal
3538,92,92.0,40,408,42714,Loyal
1163,92,92.0,13,408,42714,Loyal
3166,92,92.0,38,408,42714,Loyal
2727,92,92.0,11,408,42714,Loyal
2789,92,92.0,2,408,42714,At-Risk
1774,92,92.0,17,408,42714,Loyal
212,92,92.0,45,408,42714,Loyal
2470,92,92.0,27,408,42714,Loyal
2161,92,92.0,21,408,42714,Loyal
1605,92,92.0,25,408,42714,Loyal
1073,92,92.0,34,408,42714,Loyal
2067,92,92.0,44,408,42714,Loyal
3323,92,92.0,43,408,42714,Loyal
746,92,92.0,4,408,42714,At-Risk
1815,92,92.0,24,408,42714,Loyal
2716,92,92.0,29,408,42714,Loyal
434,92,92.0,23,408,42714,Loyal
2345,92,92.0,14,408,42714,Loyal
2516,92,92.0,41,408,42714,Loyal
1443,92,92.0,42,408,42714,Loyal
2482,92,92.0,35,408,42714,Loyal
3205,92,92.0,23,408,42714,Loyal
1465,92,92.0,23,408,42714,Loyal
98,92,92.0,37,408,42714,Loyal
1573,92,92.0,16,408,42714,Loyal
1794,92,92.0,45,408,42714,Loyal
3110,92,92.0,47,408,42714,Loyal
3733,92,92.0,28,408,42714,Loyal
2696,92,92.0,10,408,42714,Regular
605,92,92.0,11,408,42714,Loyal
3887,92,92.0,40,408,42714,Loyal
1584,92,92.0,8,408,42714,Regular
1929,92,92.0,10,408,42714,Regular
2265,92,92.0,50,408,42714,Loyal
2366,91,91.0,32,446,47355,Loyal
898,91,91.0,46,446,47355,Loyal
3436,91,91.0,50,446,47355,Loyal
762,91,91.0,26,446,47355,Loyal
2094,91,91.0,4,446,47355,At-Risk
3346,91,91.0,3,446,47355,At-Risk
3054,91,91.0,22,446,47355,Loyal
1332,91,91.0,8,446,47355,Regular
2725,91,91.0,11,446,47355,Loyal
3689,91,91.0,8,446,47355,Regular
3818,91,91.0,40,446,47355,Loyal
711,91,91.0,26,446,47355,Loyal
1512,91,91.0,48,446,47355,Loyal
3720,91,91.0,8,446,47355,Regular
2481,91,91.0,7,446,47355,Regular
402,91,91.0,21,446,47355,Loyal
2177,91,91.0,44,446,47355,Loyal
1227,91,91.0,18,446,47355,Loyal
2220,91,91.0,16,446,47355,Loyal
819,91,91.0,34,446,47355,Loyal
2926,91,91.0,43,446,47355,Loyal
1982,91,91.0,42,446,47355,Loyal
35,91,91.0,38,446,47355,Loyal
3423,91,91.0,9,446,47355,Regular
2991,91,91.0,24,446,47355,Loyal
1169,91,91.0,37,446,47355,Loyal
3294,91,91.0,47,446,47355,Loyal
428,91,91.0,6,446,47355,Regular
1887,91,91.0,46,446,47355,Loyal
2951,91,91.0,44,446,47355,Loyal
1347,91,91.0,15,446,47355,Loyal
1356,91,91.0,50,446,47355,Loyal
885,91,91.0,34,446,47355,Loyal
459,91,91.0,48,446,47355,Loyal
2679,91,91.0,34,446,47355,Loyal
2980,91,91.0,14,446,47355,Loyal
2088,91,91.0,1,446,47355,At-Risk
943,91,91.0,38,446,47355,Loyal
997,91,91.0,32,446,47355,Loyal
2767,91,91.0,47,446,47355,Loyal
3680,91,91.0,5,446,47355,Regular
690,91,91.0,35,446,47355,Loyal
79,91,91.0,50,446,47355,Loyal
2897,91,91.0,2,446,47355,At-Risk
3248,91,91.0,12,446,47355,Loyal
2813,91,91.0,1,446,47355,At-Risk
2997,91,91.0,6,446,47355,Regular
2289,91,91.0,50,446,47355,Loyal
420,91,91.0,14,446,47355,Loyal
208,91,91.0,17,446,47355,Loyal
1138,91,91.0,16,446,47355,Loyal
1645,90,90.0,21,497,52755,Loyal
3076,90,90.0,21,497,52755,Loyal
1208,90,90.0,48,497,52755,Loyal
3216,90,90.0,10,497,52755,Regular
2882,90,90.0,6,497,52755,Regular
3607,90,90.0,41,497,52755,Loyal
2520,90,90.0,21,497,52755,Loyal
2831,90,90.0,13,497,52755,Loyal
20,90,90.0,46,497,52755,Loyal
1028,90,90.0,11,497,52755,Loyal
579,90,90.0,22,497,52755,Loyal
607,90,90.0,44,497,52755,Loyal
1136,90,90.0,32,497,52755,Loyal
2565,90,90.0,27,497,52755,Loyal
2246,90,90.0,45,497,52755,Loyal
1966,90,90.0,25,497,52755,Loyal
2141,90,90.0,36,497,52755,Loyal
3588,90,90.0,33,497,52755,Loyal
4,90,90.0,49,497,52755,Loyal
2574,90,90.0,1,497,52755,At-Risk
238,90,90.0,36,497,52755,Loyal
3251,90,90.0,15,497,52755,Loyal
994,90,90.0,25,497,52755,Loyal
706,90,90.0,49,497,52755,Loyal
1463,90,90.0,2,497,52755,At-Risk
1960,90,90.0,7,497,52755,Regular
977,90,90.0,50,497,52755,Loyal
3646,90,90.0,31,497,52755,Loyal
2719,90,90.0,10,497,52755,Regular
3414,90,90.0,16,497,52755,Loyal
1126,90,90.0,10,497,52755,Regular
3153,90,90.0,17,497,52755,Loyal
3564,90,90.0,8,497,52755,Regular
477,90,90.0,2,497,52755,At-Risk
352,90,90.0,24,497,52755,Loyal
714,90,90.0,39,497,52755,Loyal
1364,90,90.0,47,497,52755,Loyal
2441,90,90.0,47,497,52755,Loyal
630,90,90.0,11,497,52755,Loyal
1895,90,90.0,48,497,52755,Loyal
2634,90,90.0,32,497,52755,Loyal
1515,90,90.0,1,497,52755,At-Risk
228,90,90.0,25,497,52755,Loyal
718,90,90.0,7,497,52755,Regular
702,90,90.0,5,497,52755,Regular
2693,90,90.0,18,497,52755,Loyal
837,90,90.0,22,497,52755,Loyal
975,90,90.0,23,497,52755,Loyal
149,90,90.0,47,497,52755,Loyal
2825,90,90.0,49,497,52755,Loyal
999,90,90.0,48,497,52755,Loyal
1428,90,90.0,8,497,52755,Regular
557,90,90.0,21,497,52755,Loyal
3156,90,90.0,34,497,52755,Loyal
1676,90,90.0,21,497,52755,Loyal
949,90,90.0,11,497,52755,Loyal
2002,90,90.0,2,497,52755,At-Risk
3394,90,90.0,50,497,52755,Loyal
2509,90,90.0,5,497,52755,Regular
1416,90,90.0,12,497,52755,Loyal
2821,89,89.0,5,557,56671,Regular
808,89,89.0,15,557,56671,Loyal
879,89,89.0,37,557,56671,Loyal
2173,89,89.0,6,557,56671,Regular
2212,89,89.0,45,557,56671,Loyal
1031,89,89.0,37,557,56671,Loyal
3624,89,89.0,4,557,56671,At-Risk
1889,89,89.0,48,557,56671,Loyal
236,89,89.0,31,557,56671,Loyal
3456,89,89.0,13,557,56671,Loyal
3814,89,89.0,31,557,56671,Loyal
128,89,89.0,26,557,56671,Loyal
1353,89,89.0,37,557,56671,Loyal
1538,89,89.0,50,557,56671,Loyal
2343,89,89.0,16,557,56671,Loyal
1146,89,89.0,30,557,56671,Loyal
2403,89,89.0,31,557,56671,Loyal
2770,89,89.0,13,557,56671,Loyal
2087,89,89.0,36,557,56671,Loyal
2089,89,89.0,49,557,56671,Loyal
1159,89,89.0,41,557,56671,Loyal
441,89,89.0,34,557,56671,Loyal
1036,89,89.0,32,557,56671,Loyal
2083,89,89.0,28,557,56671,Loyal
1200,89,89.0,3,557,56671,At-Risk
3469,89,89.0,36,557,56671,Loyal
2800,89,89.0,9,557,56671,Regular
3592,89,89.0,38,557,56671,Loyal
2251,89,89.0,19,557,56671,Loyal
1941,89,89.0,48,557,56671,Loyal
2812,89,89.0,19,557,56671,Loyal
1188,89,89.0,37,557,56671,Loyal
621,89,89.0,10,557,56671,Regular
835,89,89.0,18,557,56671,Loyal
3487,89,89.0,6,557,56671,Regular
940,89,89.0,24,557,56671,Loyal
1544,89,89.0,24,557,56671,Loyal
3160,89,89.0,4,557,56671,At-Risk
2000,89,89.0,26,557,56671,Loyal
124,89,89.0,46,557,56671,Loyal
313,89,89.0,6,557,56671,Regular
670,89,89.0,45,557,56671,Loyal
1768,89,89.0,46,557,56671,Loyal
104,89,89.0,22,557,56671,Loyal
481,88,88.0,30,601,61511,Loyal
1766,88,88.0,41,601,61511,Loyal
842,88,88.0,28,601,61511,Loyal
1269,88,88.0,25,601,61511,Loyal
2198,88,88.0,40,601,61511,Loyal
926,88,88.0,8,601,61511,Regular
2237,88,88.0,18,601,61511,Loyal
3180,88,88.0,12,601,61511,Loyal
3276,88,88.0,2,601,61511,At-Risk
1197,88,88.0,13,601,61511,Loyal
3567,88,88.0,14,601,61511,Loyal
1694,88,88.0,45,601,61511,Loyal
2614,88,88.0,14,601,61511,Loyal
2957,88,88.0,30,601,61511,Loyal
3557,88,88.0,43,601,61511,Loyal
1783,88,88.0,40,601,61511,Loyal
2071,88,88.0,14,601,61511,Loyal
2105,88,88.0,47,601,61511,Loyal
397,88,88.0,24,601,61511,Loyal
415,88,88.0,30,601,61511,Loyal
641,88,88.0,28,601,61511,Loyal
3181,88,88.0,46,601,61511,Loyal
366,88,88.0,50,601,61511,Loyal
523,88,88.0,37,601,61511,Loyal
197,88,88.0,41,601,61511,Loyal
2401,88,88.0,11,601,61511,Loyal
3476,88,88.0,9,601,61511,Regular
231,88,88.0,43,601,61511,Loyal
2297,88,88.0,50,601,61511,Loyal
220,88,88.0,12,601,61511,Loyal
3629,88,88.0,35,601,61511,Loyal
2933,88,88.0,3,601,61511,At-Risk
1432,88,88.0,29,601,61511,Loyal
3154,88,88.0,46,601,61511,Loyal
2167,88,88.0,50,601,61511,Loyal
3860,88,88.0,47,601,61511,Loyal
569,88,88.0,36,601,61511,Loyal
364,88,88.0,42,601,61511,Loyal
24,88,88.0,40,601,61511,Loyal
3751,88,88.0,5,601,61511,Regular
482,88,88.0,10,601,61511,Regular
2708,88,88.0,19,601,61511,Loyal
1524,88,88.0,35,601,61511,Loyal
3735,88,88.0,33,601,61511,Loyal
3078,88,88.0,33,601,61511,Loyal
242,88,88.0,43,601,61511,Loyal
2222,88,88.0,34,601,61511,Loyal
466,88,88.0,25,601,61511,Loyal
1572,88,88.0,11,601,61511,Loyal
365,88,88.0,7,601,61511,Regular
529,88,88.0,40,601,61511,Loyal
2557,88,88.0,4,601,61511,At-Risk
1630,88,88.0,13,601,61511,Loyal
2301,88,88.0,38,601,61511,Loyal
2838,88,88.0,44,601,61511,Loyal
1259,87,87.0,34,656,64556,Loyal
3595,87,87.0,29,656,64556,Loyal
350,87,87.0,3,656,64556,At-Risk
3502,87,87.0,43,656,64556,Loyal
625,87,87.0,21,656,64556,Loyal
93,87,87.0,13,656,64556,Loyal
861,87,87.0,3,656,64556,At-Risk
2038,87,87.0,7,656,64556,Regular
2483,87,87.0,46,656,64556,Loyal
704,87,87.0,21,656,64556,Loyal
3458,87,87.0,29,656,64556,Loyal
2909,87,87.0,15,656,64556,Loyal
511,87,87.0,22,656,64556,Loyal
1732,87,87.0,12,656,64556,Loyal
843,87,87.0,25,656,64556,Loyal
1698,87,87.0,48,656,64556,Loyal
